ip,as_owner,country,reputation,asn,malicious,suspicious,undetected,harmless,status
187.13.105.233,V tal,BR,0,7738.0,0,0,89,0,unknown
23.205.236.39,AKAMAI-AS,AR,0,16625.0,0,0,89,0,unknown
8.6.0.1,LEVEL3,US,0,3356.0,0,0,25,64,benign
66.66.17.232,TWC-11351-NORTHEAST,US,0,11351.0,0,0,89,0,unknown
212.51.128.44,Init7 (Switzerland) Ltd.,CH,0,13030.0,1,0,24,64,benign
105.186.126.88,Telkom-Internet,ZA,0,37457.0,0,0,89,0,unknown
66.195.91.179,LVLT-3549,US,0,3549.0,0,0,89,0,unknown
95.160.103.54,Vectra S.A.,PL,0,29314.0,0,0,89,0,unknown
58.160.162.235,Telstra Corporation Ltd,AU,0,1221.0,0,0,89,0,unknown
77.109.147.168,Init7 (Switzerland) Ltd.,CH,0,13030.0,0,0,89,0,unknown
99.68.47.15,ATT-INTERNET4,US,0,7018.0,0,0,89,0,unknown
177.103.23.18,TELEFONICA BRASIL S.A,BR,0,27699.0,0,0,89,0,unknown
152.163.13.6,,US,0,,0,0,89,0,unknown
83.84.74.85,Vodafone Libertel B.V.,NL,0,33915.0,0,0,89,0,unknown
74.125.136.136,GOOGLE,US,0,15169.0,0,0,23,66,benign
5.79.74.222,LeaseWeb Netherlands B.V.,NL,0,60781.0,0,0,89,0,unknown
54.173.196.227,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
41.100.213.65,Telecom Algeria,DZ,0,36947.0,0,0,89,0,unknown
23.23.152.60,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
191.8.55.125,TELEFONICA BRASIL S.A,BR,0,27699.0,0,0,89,0,unknown
68.131.47.235,UUNET,US,0,701.0,0,0,89,0,unknown
78.58.0.219,"Telia Lietuva, AB",LT,0,8764.0,0,0,89,0,unknown
173.194.116.77,GOOGLE,US,0,15169.0,0,0,89,0,unknown
23.32.111.132,AKAMAI-AS,US,0,16625.0,0,0,89,0,unknown
46.39.250.141,Iskratelecom CJSC,RU,0,29124.0,0,0,89,0,unknown
50.153.235.7,COMCAST-7922,US,0,7922.0,0,0,89,0,unknown
178.172.237.10,Cosmos Tv Jllc,BY,0,31143.0,0,0,89,0,unknown
213.67.140.16,Telia Company AB,SE,0,3301.0,0,0,89,0,unknown
66.135.210.181,EBAY,US,0,11643.0,0,0,89,0,unknown
82.211.154.84,Magticom Ltd.,GE,0,16010.0,0,0,89,0,unknown
77.36.167.226,IRIB (Islamic Republic of Iran Broadcasting),IR,0,42586.0,0,0,89,0,unknown
54.85.184.164,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
23.206.41.91,AKAMAI-AS,US,0,16625.0,0,0,89,0,unknown
199.59.148.23,TWITTER,US,0,13414.0,0,0,89,0,unknown
185.103.12.2,MTM s.a.r.l,LB,0,25281.0,0,0,89,0,unknown
2.16.4.139,Akamai International B.V.,NL,0,20940.0,0,0,89,0,unknown
54.239.22.5,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
2.60.185.221,Rostelecom,RU,0,12389.0,0,0,89,0,unknown
155.4.14.184,Bahnhof AB,SE,0,8473.0,0,0,89,0,unknown
77.114.67.134,Polkomtel Sp. z o.o.,PL,0,8374.0,0,0,89,0,unknown
186.209.136.132,Tche Turbo Provedor de Internet LTDA,BR,0,53169.0,0,0,89,0,unknown
173.194.112.31,GOOGLE,US,0,15169.0,0,0,89,0,unknown
74.140.200.57,TWC-10796-MIDWEST,US,0,10796.0,0,0,89,0,unknown
195.31.186.242,Telecom Italia,IT,0,3269.0,0,0,89,0,unknown
46.176.168.218,Vodafone-Panafon Hellenic Telecommunications Company SA,GR,0,3329.0,0,0,89,0,unknown
50.200.145.182,COMCAST-7922,US,0,7922.0,0,0,41,48,unknown
164.215.88.95,Joint Stock Company TransTeleCom,RU,0,12688.0,0,0,89,0,unknown
5.76.180.141,JSC Kazakhtelecom,KZ,0,9198.0,0,0,89,0,unknown
23.235.40.64,,US,0,,0,0,89,0,unknown
104.20.4.77,CLOUDFLARENET,,0,13335.0,0,0,25,64,benign
181.90.112.44,Telecom Argentina S.A.,AR,0,7303.0,0,0,89,0,unknown
199.181.132.159,,US,0,,0,0,89,0,unknown
74.125.232.124,GOOGLE,US,0,15169.0,0,0,89,0,unknown
52.29.156.25,AMAZON-02,DE,0,16509.0,0,0,89,0,unknown
86.191.180.71,British Telecommunications PLC,GB,0,2856.0,0,0,89,0,unknown
219.126.108.30,TOKAI Communications Corporation,JP,0,10010.0,0,0,89,0,unknown
87.248.214.110,LLNW,GB,0,22822.0,0,0,89,0,unknown
177.194.113.154,Claro NXT Telecomunicacoes Ltda,BR,0,28573.0,0,0,89,0,unknown
64.12.68.41,EDGECAST,FR,0,15133.0,0,0,25,64,benign
54.230.62.216,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
172.217.24.142,GOOGLE,US,0,15169.0,0,0,24,65,benign
122.167.128.18,"Bharti Airtel Ltd., Telemedia Services",IN,0,24560.0,0,0,89,0,unknown
1.122.218.7,Telstra Corporation Ltd,AU,0,1221.0,0,0,89,0,unknown
107.23.46.244,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
195.76.99.50,Telefonica De Espana S.a.u.,ES,0,3352.0,0,0,89,0,unknown
45.112.248.227,Zess Networks Private Limited,IN,0,133720.0,0,0,89,0,unknown
52.1.180.139,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
62.67.193.61,LEVEL3,GB,0,3356.0,0,0,89,0,unknown
54.214.22.214,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
190.66.86.161,COLOMBIA TELECOMUNICACIONES S.A. ESP,CO,0,3816.0,0,0,89,0,unknown
5.142.103.124,Rostelecom,RU,0,12389.0,0,0,89,0,unknown
173.194.112.251,GOOGLE,US,0,15169.0,0,0,89,0,unknown
178.10.211.110,Vodafone GmbH,DE,0,3209.0,0,0,89,0,unknown
80.239.148.155,Arelion Sweden AB,NL,0,1299.0,0,0,89,0,unknown
179.62.20.177,Red Intercable Digital S.A.,AR,0,27983.0,0,0,89,0,unknown
184.84.243.192,Akamai International B.V.,CA,0,20940.0,0,0,89,0,unknown
14.203.64.39,TPG Telecom Limited,AU,0,7545.0,0,0,89,0,unknown
54.175.97.160,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
94.96.32.132,Saudi Telecom Company JSC,SA,0,25019.0,0,0,89,0,unknown
105.159.27.220,MT-MPLS,MA,0,36903.0,0,0,89,0,unknown
128.175.217.245,UDELNET,US,0,34.0,0,0,89,0,unknown
74.125.136.97,GOOGLE,US,0,15169.0,0,0,23,66,benign
37.59.11.179,OVH SAS,FR,0,16276.0,0,0,89,0,unknown
191.183.55.198,Claro NXT Telecomunicacoes Ltda,BR,0,28573.0,0,0,89,0,unknown
77.29.246.234,Makedonski Telekom AD-Skopje,MK,0,6821.0,0,0,89,0,unknown
151.54.5.216,Wind Tre S.p.A.,IT,0,1267.0,0,0,89,0,unknown
37.252.162.53,ASN-APPNEX,NL,0,29990.0,0,0,89,0,unknown
216.58.211.78,GOOGLE,US,0,15169.0,0,0,22,67,benign
69.116.192.154,CABLE-NET-1,US,0,6128.0,0,0,89,0,unknown
79.35.232.160,Telecom Italia,IT,0,3269.0,0,0,89,0,unknown
83.34.16.64,Telefonica De Espana S.a.u.,ES,0,3352.0,0,0,89,0,unknown
178.32.221.170,OVH SAS,FR,0,16276.0,0,0,89,0,unknown
62.104.23.103,freenet Datenkommunikations GmbH,DE,0,5430.0,0,0,89,0,unknown
185.29.133.208,,GB,0,,0,0,89,0,unknown
199.16.156.201,TWITTER,US,0,13414.0,0,0,89,0,unknown
31.13.100.100,FACEBOOK,IE,0,32934.0,0,0,89,0,unknown
85.17.30.203,LeaseWeb Netherlands B.V.,NL,0,60781.0,0,0,89,0,unknown
194.125.254.244,Teleradiocompany Teleos-1 Ltd,RU,0,43274.0,0,0,89,0,unknown
176.34.234.172,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
175.106.35.246,Instatelecom Limited,AF,0,55424.0,0,0,89,0,unknown
54.243.77.20,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
14.162.182.230,VNPT Corp,VN,0,45899.0,0,0,89,0,unknown
113.186.212.101,VNPT Corp,VN,0,45899.0,0,0,89,0,unknown
177.129.15.74,CITTA TELECOM LTDA,BR,0,27720.0,0,0,89,0,unknown
24.25.255.232,TWC-20001-PACWEST,US,0,20001.0,0,0,89,0,unknown
88.221.14.59,Akamai International B.V.,NL,0,20940.0,0,0,89,0,unknown
23.21.71.237,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
95.100.143.139,AKAMAI-AS,SE,0,16625.0,0,0,89,0,unknown
192.230.77.43,INCAPSULA,US,0,19551.0,0,0,89,0,unknown
54.239.192.59,,US,0,,0,0,89,0,unknown
109.195.83.107,JSC ER-Telecom Holding,RU,0,51570.0,0,0,89,0,unknown
111.69.144.233,2degrees Networks Limited,NZ,0,23655.0,0,0,89,0,unknown
84.150.96.189,Deutsche Telekom AG,DE,0,3320.0,0,0,89,0,unknown
184.186.91.219,ASN-CXA-ALL-CCI-22773-RDC,US,0,22773.0,0,0,89,0,unknown
54.209.139.177,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
92.42.227.154,,DE,0,,0,0,89,0,unknown
216.58.208.195,GOOGLE,US,0,15169.0,0,0,21,68,benign
54.240.160.165,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
199.16.156.52,TWITTER,US,0,13414.0,0,0,89,0,unknown
41.200.112.58,Telecom Algeria,DZ,0,36947.0,0,0,89,0,unknown
65.174.161.175,CENTURYLINK-US-LEGACY-QWEST,US,0,209.0,0,0,89,0,unknown
61.0.227.196,National Internet Backbone,IN,0,9829.0,0,0,89,0,unknown
23.23.102.175,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
37.187.129.166,OVH SAS,FR,-35,16276.0,3,0,21,65,benign
46.166.191.13,NForce Entertainment B.V.,NL,0,43350.0,0,0,30,59,benign
79.178.230.10,Bezeq International Ltd.,IL,0,8551.0,0,0,89,0,unknown
2.16.4.115,Akamai International B.V.,NL,0,20940.0,0,0,89,0,unknown
23.55.155.27,AKAMAI-AS,FR,0,16625.0,0,0,33,56,benign
31.42.203.208,City-Line Ltd.,RU,0,56476.0,0,0,89,0,unknown
195.95.178.116,Asociatia Interlan,RO,0,41494.0,0,0,89,0,unknown
136.169.206.249,JSC Ufanet,RU,0,24955.0,0,0,89,0,unknown
217.97.176.5,Orange Polska Spolka Akcyjna,PL,0,5617.0,0,0,89,0,unknown
5.141.234.114,LLC KomTehCentr,RU,0,12668.0,0,0,89,0,unknown
173.252.90.36,FACEBOOK,US,0,32934.0,0,0,89,0,unknown
37.252.163.146,ASN-APPNEX,NL,0,29990.0,0,0,89,0,unknown
173.194.113.40,GOOGLE,US,0,15169.0,0,0,89,0,unknown
208.117.242.79,Google Ireland Limited,US,0,43515.0,0,0,89,0,unknown
185.21.217.21,Feral.io Ltd,GB,0,200052.0,2,0,24,63,benign
54.230.192.213,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
76.173.91.19,TWC-20001-PACWEST,US,0,20001.0,0,0,89,0,unknown
216.172.142.232,CNW,US,0,10557.0,0,0,89,0,unknown
74.119.118.100,AS-CRITEO,US,0,19750.0,0,0,89,0,unknown
95.172.94.34,Unitas Global Ltd,GB,0,15570.0,0,0,89,0,unknown
41.141.169.232,MT-MPLS,MA,0,36903.0,0,0,89,0,unknown
109.201.154.146,NForce Entertainment B.V.,NL,0,43350.0,0,0,89,0,unknown
2.20.189.59,Akamai International B.V.,DE,0,20940.0,0,0,89,0,unknown
116.87.108.246,Starhub Ltd,SG,0,55430.0,0,0,89,0,unknown
74.125.140.81,GOOGLE,US,0,15169.0,0,0,89,0,unknown
79.18.17.71,Telecom Italia,IT,0,3269.0,0,0,89,0,unknown
187.41.229.141,V tal,BR,0,7738.0,0,0,89,0,unknown
79.21.217.17,Telecom Italia,IT,0,3269.0,0,0,89,0,unknown
117.241.76.149,National Internet Backbone,IN,0,9829.0,0,0,89,0,unknown
104.156.227.4,AS-CHOOPA,US,0,20473.0,0,0,89,0,unknown
84.52.166.37,Telemach UG d.o.o.,SI,0,3212.0,0,0,89,0,unknown
24.179.71.13,CHARTER-20115,US,0,20115.0,0,0,89,0,unknown
54.192.98.75,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
37.252.170.152,ASN-APPNEX,DE,0,29990.0,0,0,89,0,unknown
104.244.42.135,TWITTER,US,0,13414.0,0,0,89,0,unknown
118.241.180.205,Sony Network Communications Inc.,JP,0,2527.0,0,0,89,0,unknown
31.13.64.7,FACEBOOK,IN,0,32934.0,0,0,89,0,unknown
5.63.124.26,JSC Kazakhtelecom,KZ,0,9198.0,0,0,89,0,unknown
130.89.21.195,SURF B.V.,NL,0,1133.0,0,0,89,0,unknown
74.119.117.98,,US,0,,0,0,89,0,unknown
188.50.155.99,Saudi Telecom Company JSC,SA,0,25019.0,0,0,89,0,unknown
64.233.164.156,GOOGLE,US,0,15169.0,0,0,22,67,benign
92.241.12.12,JSC Svyazinform,RU,0,58002.0,0,0,89,0,unknown
23.3.90.123,Akamai International B.V.,SE,0,20940.0,0,0,89,0,unknown
91.198.174.192,,US,-2,,1,0,22,66,benign
52.72.67.91,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
173.194.65.102,GOOGLE,US,0,15169.0,0,0,89,0,unknown
38.229.72.30,COGENT-174,US,0,174.0,0,0,89,0,unknown
75.169.160.118,CENTURYLINK-US-LEGACY-QWEST,US,0,209.0,0,0,89,0,unknown
104.155.5.178,GOOGLE-CLOUD-PLATFORM,BE,0,396982.0,0,0,89,0,unknown
216.58.192.3,GOOGLE,US,0,15169.0,0,0,89,0,unknown
176.34.116.57,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
208.117.254.82,YOUTUBE,US,0,36040.0,0,0,89,0,unknown
173.194.113.46,GOOGLE,US,0,15169.0,0,0,89,0,unknown
90.36.31.109,Orange,GP,0,3215.0,0,0,89,0,unknown
52.22.183.53,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
95.172.94.24,Unitas Global Ltd,GB,0,15570.0,0,0,89,0,unknown
177.133.65.220,TELEFONICA BRASIL S.A,BR,0,18881.0,0,0,89,0,unknown
68.189.55.176,CHARTER-20115,US,0,20115.0,0,0,89,0,unknown
54.246.115.203,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
160.176.245.72,MT-MPLS,MA,0,36903.0,0,0,89,0,unknown
117.254.186.135,National Internet Backbone,IN,0,9829.0,0,0,89,0,unknown
54.239.22.50,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
173.194.116.96,GOOGLE,US,0,15169.0,0,0,24,65,benign
216.58.210.14,GOOGLE,US,-1,15169.0,0,0,21,68,benign
77.47.239.18,User Association of Ukrainian Research and Academic Network URAN,UA,0,25500.0,0,0,89,0,unknown
173.194.116.52,GOOGLE,US,0,15169.0,0,0,89,0,unknown
37.252.163.113,ASN-APPNEX,NL,0,29990.0,0,0,25,64,benign
173.194.43.87,GOOGLE,US,0,15169.0,0,0,89,0,unknown
217.12.204.104,ITL LLC,UA,0,15626.0,4,2,22,61,benign
54.230.27.144,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
1.39.97.89,Vodafone Idea Ltd,IN,0,38266.0,0,0,89,0,unknown
173.194.116.159,GOOGLE,US,0,15169.0,0,0,89,0,unknown
76.98.108.66,COMCAST-7922,US,0,7922.0,0,0,89,0,unknown
212.175.166.249,Turk Telekom,TR,0,9121.0,0,0,89,0,unknown
23.206.24.104,AKAMAI-AS,JP,0,16625.0,0,0,89,0,unknown
41.130.150.177,LINKdotNET,EG,0,24863.0,0,0,89,0,unknown
52.1.227.7,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
66.102.1.138,GOOGLE,US,0,15169.0,0,0,21,68,benign
217.81.12.186,Deutsche Telekom AG,DE,0,3320.0,0,0,89,0,unknown
79.21.40.40,Telecom Italia,IT,0,3269.0,0,0,89,0,unknown
74.125.13.82,GOOGLE,US,0,15169.0,0,0,89,0,unknown
95.58.89.206,JSC Kazakhtelecom,KZ,0,9198.0,0,0,89,0,unknown
92.81.250.141,Orange Romania Communication S.A,RO,0,9050.0,0,0,89,0,unknown
208.100.17.174,STEADFAST,US,0,32748.0,1,0,23,65,benign
77.254.139.207,Netia SA,PL,0,12741.0,0,0,89,0,unknown
122.150.47.140,Vocus Retail,AU,0,9443.0,0,0,89,0,unknown
198.57.30.31,CESL-21-ASN-396966,US,0,396966.0,0,0,89,0,unknown
150.129.103.157,Alliance Broadband Services Pvt. Ltd.,IN,0,23860.0,0,0,89,0,unknown
37.238.166.23,Hulum Almustakbal Company for Communication Engineering and Services Ltd,IQ,0,203214.0,2,0,23,64,benign
177.106.148.234,ALGAR TELECOM SA,BR,0,53006.0,0,0,89,0,unknown
194.226.154.61,PVimpelCom,RU,0,3253.0,0,0,89,0,unknown
42.80.205.55,ASN for TIANJIN Provincial Net of CT,CN,0,17638.0,0,0,89,0,unknown
174.129.33.127,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
54.192.198.210,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
103.24.126.9,Pioneer Elabs Ltd.,IN,0,150008.0,0,0,89,0,unknown
49.244.136.204,"Nepal Telecommunications Corporation, Internet Services",NP,0,23752.0,0,0,89,0,unknown
117.220.18.135,National Internet Backbone,IN,0,9829.0,0,0,89,0,unknown
66.117.28.68,OMNITURE,US,0,15224.0,0,0,89,0,unknown
95.102.207.55,"Slovak Telekom, a.s.",SK,0,6855.0,0,0,89,0,unknown
93.184.221.168,EDGECAST,GB,0,15133.0,0,0,89,0,unknown
74.121.133.203,,US,0,,0,0,89,0,unknown
104.28.12.28,CLOUDFLARENET,NI,0,13335.0,0,0,89,0,unknown
176.102.7.38,Inmart.ua LLC,RU,0,196767.0,0,0,41,48,unknown
66.196.65.112,YAHOO-1,US,0,10310.0,0,0,89,0,unknown
46.47.241.115,PJSC MegaFon,RU,0,20632.0,0,0,89,0,unknown
178.153.26.130,Ooredoo Q.S.C.,QA,0,42298.0,0,0,89,0,unknown
50.46.244.110,AS-WHOLESAIL,US,0,20055.0,0,0,89,0,unknown
54.84.17.59,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
122.171.92.197,"Bharti Airtel Ltd., Telemedia Services",IN,0,24560.0,0,0,89,0,unknown
159.242.224.0,,SK,0,,0,0,89,0,unknown
37.78.197.223,Rostelecom,RU,0,12389.0,0,0,89,0,unknown
49.206.69.24,Atria Convergence Technologies pvt ltd,IN,0,18209.0,0,0,89,0,unknown
173.194.112.7,GOOGLE,US,0,15169.0,0,0,89,0,unknown
104.94.171.41,AKAMAI-AS,AR,0,16625.0,0,0,89,0,unknown
37.117.247.115,Vodafone Italia S.p.A.,IT,0,30722.0,0,0,89,0,unknown
23.235.37.64,FASTLY,US,0,54113.0,0,0,89,0,unknown
92.42.227.212,,DE,0,,0,0,89,0,unknown
173.194.208.132,GOOGLE,US,0,15169.0,0,0,89,0,unknown
216.58.208.237,GOOGLE,US,0,15169.0,0,0,23,66,benign
54.210.57.163,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
175.142.155.160,TM TECHNOLOGY SERVICES SDN. BHD.,MY,0,4788.0,0,0,89,0,unknown
173.194.78.189,GOOGLE,US,0,15169.0,0,0,89,0,unknown
104.96.2.34,Akamai International B.V.,US,0,20940.0,0,0,89,0,unknown
173.194.116.201,GOOGLE,US,0,15169.0,0,0,24,65,benign
173.194.40.103,GOOGLE,US,0,15169.0,0,0,24,65,benign
101.108.159.53,TOT Public Company Limited,TH,0,23969.0,0,0,89,0,unknown
217.12.13.41,Yahoo-UK Limited,IE,0,34010.0,0,0,89,0,unknown
2.89.235.112,Saudi Telecom Company JSC,SA,0,25019.0,0,0,89,0,unknown
173.194.207.138,GOOGLE,US,0,15169.0,0,0,89,0,unknown
173.194.112.163,GOOGLE,US,0,15169.0,0,0,89,0,unknown
40.112.149.111,MICROSOFT-CORP-MSN-AS-BLOCK,US,0,8075.0,0,0,89,0,unknown
54.88.202.75,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
196.203.108.54,TOPNET,TN,0,37705.0,0,0,89,0,unknown
5.14.244.210,RCS & RDS,RO,0,8708.0,0,0,89,0,unknown
50.141.109.93,COMCAST-7922,US,0,7922.0,0,0,89,0,unknown
54.230.200.204,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
92.245.103.26,Mega-Line Ltd.,KG,0,41750.0,0,0,89,0,unknown
184.173.90.195,SOFTLAYER,US,0,36351.0,0,0,89,0,unknown
54.192.95.221,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
216.58.216.110,GOOGLE,US,0,15169.0,0,0,23,66,benign
79.27.159.96,Telecom Italia,IT,0,3269.0,0,0,89,0,unknown
179.105.65.239,Claro NXT Telecomunicacoes Ltda,BR,0,28573.0,0,0,89,0,unknown
41.130.31.217,LINKdotNET,EG,0,24863.0,0,0,89,0,unknown
178.254.44.160,EVANZO e-commerce GmbH,DE,0,42730.0,0,0,89,0,unknown
50.19.224.43,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
177.132.228.88,TELEFONICA BRASIL S.A,BR,0,18881.0,0,0,89,0,unknown
54.86.188.30,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
122.169.158.26,"Bharti Airtel Ltd., Telemedia Services",IN,0,24560.0,0,0,89,0,unknown
156.198.220.118,TE Data,EG,0,8452.0,0,0,89,0,unknown
177.99.180.242,TELEFONICA BRASIL S.A,BR,0,18881.0,0,0,89,0,unknown
216.58.213.228,GOOGLE,US,0,15169.0,0,0,89,0,unknown
59.89.2.197,National Internet Backbone,IN,0,9829.0,0,0,89,0,unknown
194.226.155.207,PVimpelCom,RU,0,3253.0,0,0,89,0,unknown
68.57.213.13,COMCAST-7922,US,0,7922.0,0,0,89,0,unknown
69.171.248.98,FACEBOOK,US,0,32934.0,0,0,89,0,unknown
31.13.93.7,FACEBOOK,US,0,32934.0,0,0,89,0,unknown
104.244.42.136,TWITTER,US,0,13414.0,0,0,21,68,benign
79.125.111.152,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
103.231.163.26,KS Network Limited,BD,0,59362.0,0,0,89,0,unknown
74.125.140.132,GOOGLE,US,0,15169.0,0,0,89,0,unknown
77.67.28.40,GTT Communications Inc.,GB,0,3257.0,0,0,89,0,unknown
185.33.33.103,Starnet Sh.p.k.,AL,0,60304.0,0,0,89,0,unknown
174.96.157.117,TWC-10796-MIDWEST,US,0,10796.0,0,0,89,0,unknown
54.171.230.157,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
176.8.166.233,Kyivstar PJSC,UA,0,15895.0,0,0,89,0,unknown
216.58.198.99,GOOGLE,US,0,15169.0,0,0,89,0,unknown
64.233.184.16,GOOGLE,US,0,15169.0,0,0,23,66,benign
62.210.200.63,Scaleway S.a.s.,FR,0,12876.0,4,0,22,63,benign
95.131.143.207,Claranet SAS,FR,0,47841.0,0,0,89,0,unknown
78.31.7.129,TELESET+ Ltd,RU,0,43728.0,0,0,89,0,unknown
31.13.75.12,FACEBOOK,IE,0,32934.0,0,0,23,66,benign
149.200.237.177,Jordan Data Communications Company LLC,JO,0,8376.0,0,0,89,0,unknown
46.166.188.212,NForce Entertainment B.V.,NL,0,43350.0,0,0,42,47,unknown
88.206.113.212,Intersvyaz-2 JSC,RU,0,8369.0,0,0,89,0,unknown
173.252.88.66,FACEBOOK,US,0,32934.0,0,0,89,0,unknown
41.248.231.17,MT-MPLS,MA,0,36903.0,0,0,89,0,unknown
138.122.8.38,JC SERVICOS DE INTERNET LTDA,BR,0,262404.0,0,0,89,0,unknown
183.182.126.53,Star Telecom,LA,0,131267.0,0,0,89,0,unknown
185.86.139.29,SmartAdServer SAS,FR,0,201081.0,0,0,89,0,unknown
186.112.120.3,COLOMBIA TELECOMUNICACIONES S.A. ESP,CO,0,3816.0,0,0,89,0,unknown
208.146.36.47,CENTURYLINK-LEGACY-SAVVIS,US,0,3561.0,0,0,89,0,unknown
173.194.116.123,GOOGLE,US,0,15169.0,0,0,89,0,unknown
54.192.98.138,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
5.20.32.207,UAB Cgates,LT,0,21412.0,0,0,89,0,unknown
188.27.168.254,RCS & RDS,RO,0,8708.0,0,0,89,0,unknown
189.28.184.179,ENGEPLUS INFORMATICA LTDA,BR,0,28292.0,0,0,89,0,unknown
95.233.70.111,Telecom Italia,IT,0,3269.0,0,0,89,0,unknown
78.147.61.190,TalkTalk,GB,0,13285.0,0,0,89,0,unknown
167.114.216.50,OVH SAS,CA,0,16276.0,0,0,89,0,unknown
105.159.120.175,MT-MPLS,MA,0,36903.0,0,0,89,0,unknown
177.91.187.46,Voluy Telecom Eireli,BR,0,28306.0,0,0,89,0,unknown
68.50.201.160,COMCAST-7922,US,0,7922.0,0,0,89,0,unknown
79.19.192.45,Telecom Italia,IT,0,3269.0,0,0,52,37,unknown
77.109.137.184,Init7 (Switzerland) Ltd.,CH,0,13030.0,0,0,89,0,unknown
52.8.186.159,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
182.20.148.5,TOKAI Communications Corporation,JP,0,10010.0,0,0,89,0,unknown
23.52.59.27,AKAMAI-AS,IT,0,16625.0,0,0,89,0,unknown
54.239.26.242,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
2.21.243.41,Akamai International B.V.,NL,0,20940.0,0,0,25,64,benign
69.243.169.98,COMCAST-7922,US,0,7922.0,0,0,89,0,unknown
41.82.38.1,SONATEL SONATEL-AS Autonomous System,SN,0,8346.0,0,0,89,0,unknown
85.247.112.131,Servicos De Comunicacoes E Multimedia S.A.,PT,0,3243.0,0,0,89,0,unknown
173.194.112.109,GOOGLE,US,0,15169.0,0,0,89,0,unknown
41.189.228.205,DJIBOUTI TELECOM,DJ,0,30990.0,0,0,89,0,unknown
109.201.154.180,NForce Entertainment B.V.,NL,0,43350.0,0,0,89,0,unknown
179.105.59.217,Claro NXT Telecomunicacoes Ltda,BR,0,28573.0,0,0,89,0,unknown
123.231.126.26,Dialog Axiata PLC.,LK,0,18001.0,0,0,89,0,unknown
85.248.227.163,"SWAN, a.s.",SK,-1,5578.0,6,0,21,62,benign
52.2.239.163,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
104.71.210.147,AKAMAI-AS,US,0,16625.0,0,0,89,0,unknown
46.137.92.172,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
173.194.112.166,GOOGLE,US,0,15169.0,0,0,89,0,unknown
103.36.79.157,Wow Solutions and Systems Pvt Ltd,IN,0,133590.0,0,0,89,0,unknown
62.33.107.87,Joint Stock Company TransTeleCom,RU,0,20485.0,0,0,89,0,unknown
192.229.163.43,EDGECAST,US,0,15133.0,0,0,89,0,unknown
54.88.157.104,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
217.79.188.2,myLoc managed IT AG,DE,0,24961.0,0,0,26,63,benign
58.10.81.85,True Online,TH,0,17552.0,0,0,89,0,unknown
173.194.40.229,GOOGLE,US,0,15169.0,0,0,89,0,unknown
188.138.86.69,Host Europe GmbH,FR,0,8972.0,0,0,89,0,unknown
52.72.225.190,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
54.72.166.172,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
195.20.250.4,IONOS SE,DE,0,8560.0,0,0,89,0,unknown
52.18.48.150,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
31.13.91.6,FACEBOOK,BR,-41,32934.0,0,0,25,64,benign
46.236.64.43,Bredband2 AB,SE,0,29518.0,0,0,89,0,unknown
