"Time","No.","Source","Destination","Protocol","Length","Info"
"28.749031","1263","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"28.749320","1264","192.168.232.2","142.250.195.100","TCP","54","39343  >  443 [ACK] Seq=1451 Ack=94743 Win=65300 Len=0"
"28.749079","1265","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data, Application Data"
"28.749461","1266","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"28.749544","1267","192.168.232.2","142.250.195.100","TCP","54","39343  >  443 [ACK] Seq=1451 Ack=97355 Win=65300 Len=0"
"28.749646","1268","142.250.195.100","192.168.232.2","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"28.749653","1269","142.250.195.100","192.168.232.2","TLSv1.2","1226","Application Data [TCP segment of a reassembled PDU]"
"28.749808","1270","192.168.232.2","142.250.195.100","TCP","54","39343  >  443 [ACK] Seq=1451 Ack=99967 Win=65300 Len=0"
"28.749907","1271","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"28.749912","1272","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"28.750050","1273","192.168.232.2","142.250.195.100","TCP","54","39343  >  443 [ACK] Seq=1451 Ack=102579 Win=65300 Len=0"
"28.750111","1274","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"28.750204","1275","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"28.750272","1276","192.168.232.2","142.250.195.100","TCP","54","39343  >  443 [ACK] Seq=1451 Ack=105191 Win=65300 Len=0"
"28.750349","1277","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"28.750584","1278","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"28.750661","1279","192.168.232.2","142.250.195.100","TCP","54","39343  >  443 [ACK] Seq=1451 Ack=107803 Win=65300 Len=0"
"28.751549","1280","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"28.751730","1281","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"28.752009","1282","192.168.232.2","142.250.195.100","TCP","54","39343  >  443 [ACK] Seq=1451 Ack=110415 Win=65300 Len=0"
"28.752101","1283","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"28.752201","1284","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"28.752306","1285","192.168.232.2","142.250.195.100","TCP","54","39343  >  443 [ACK] Seq=1451 Ack=113027 Win=65300 Len=0"
"28.752264","1286","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"28.752571","1287","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"28.752634","1288","192.168.232.2","142.250.195.100","TCP","54","39343  >  443 [ACK] Seq=1451 Ack=115639 Win=65300 Len=0"
"28.752829","1289","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"28.753143","1290","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"28.753239","1291","192.168.232.2","142.250.195.100","TCP","54","39343  >  443 [ACK] Seq=1451 Ack=118251 Win=65300 Len=0"
"28.771687","1292","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"28.775152","1293","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data, Application Data"
"28.775431","1294","192.168.232.2","142.250.195.100","TCP","54","39343  >  443 [ACK] Seq=1451 Ack=120863 Win=65300 Len=0"
"28.775509","1295","142.250.183.226","192.168.232.2","TLSv1.2","341","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"28.776154","1296","142.250.183.226","192.168.232.2","TLSv1.2","115","Application Data"
"28.776189","1297","142.250.183.226","192.168.232.2","TLSv1.2","84","Application Data"
"28.777745","1298","142.250.195.100","192.168.232.2","TLSv1.2","545","Application Data, Application Data, Application Data"
"28.779510","1299","10.0.2.3","192.168.232.2","DNS","103","Standard query response 0x2b8e AAAA docs.google.com AAAA 2404:6800:4007:81e::200e"
"28.779987","1300","142.250.183.226","192.168.232.2","TLSv1.2","409","Application Data"
"28.780140","1301","192.168.232.2","142.250.183.226","TCP","54","49586  >  443 [ACK] Seq=754 Ack=4978 Win=65535 Len=0"
"28.780286","1302","142.250.183.226","192.168.232.2","TLSv1.2","573","Application Data"
"28.780579","1303","192.168.232.2","10.0.2.3","DNS","75","Standard query 0x60c8 A docs.google.com"
"28.780687","1304","142.250.183.226","192.168.232.2","TLSv1.2","293","Application Data"
"28.781065","1305","192.168.232.2","142.250.183.226","TCP","54","49586  >  443 [ACK] Seq=754 Ack=5736 Win=65535 Len=0"
"28.781440","1306","192.168.232.2","142.250.195.100","TLSv1.2","92","Application Data"
"28.781573","1307","192.168.232.2","142.250.183.226","TLSv1.2","84","Application Data"
"28.781734","1308","142.250.183.226","192.168.232.2","TCP","54","443  >  49586 [ACK] Seq=5736 Ack=784 Win=8760 Len=0"
"28.783860","1309","142.250.195.100","192.168.232.2","TCP","54","443  >  39343 [ACK] Seq=121354 Ack=1489 Win=8760 Len=0"
"28.783891","1310","142.250.183.226","192.168.232.2","TLSv1.2","92","Application Data"
"28.784367","1311","192.168.232.2","142.250.183.226","TLSv1.2","92","Application Data"
"28.786520","1312","142.250.183.226","192.168.232.2","TCP","54","443  >  49586 [ACK] Seq=5774 Ack=822 Win=8760 Len=0"
"28.788436","1313","192.168.232.2","142.251.10.101","HTTP","493","GET /sdk-core-v40.js HTTP/1.1 "
"28.788769","1314","142.251.10.101","192.168.232.2","TCP","54","80  >  55681 [ACK] Seq=69529 Ack=879 Win=8760 Len=0"
"28.822924","1315","192.168.232.2","10.0.2.3","DNS","85","Standard query 0x4470 AAAA afs.googleusercontent.com"
"28.829512","1316","192.168.232.2","43.204.87.235","TLSv1.2","140","Application Data"
"28.829725","1317","192.168.232.2","43.204.87.235","TLSv1.2","916","Application Data"
"28.829833","1318","43.204.87.235","192.168.232.2","TCP","54","443  >  41737 [ACK] Seq=6141 Ack=1443 Win=8760 Len=0"
"28.829855","1319","43.204.87.235","192.168.232.2","TCP","54","443  >  41737 [ACK] Seq=6141 Ack=2305 Win=8760 Len=0"
"28.834220","1320","10.0.2.3","192.168.232.2","DNS","91","Standard query response 0x60c8 A docs.google.com A 142.250.193.142"
"28.834993","1321","192.168.232.2","142.250.193.142","TCP","74","52382  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=712178 TSecr=0 WS=64"
"28.893450","1322","142.250.193.142","192.168.232.2","TCP","58","443  >  52382 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"28.893819","1323","192.168.232.2","142.250.193.142","TCP","54","52382  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"28.894292","1324","192.168.232.2","142.250.193.142","TLSv1.2","260","Client Hello"
"28.894307","1325","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=69529 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.894429","1326","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=70835 Win=64800 Len=0"
"28.894341","1327","10.0.2.3","192.168.232.2","DNS","142","Standard query response 0x4470 AAAA afs.googleusercontent.com CNAME googlehosted.l.googleusercontent.com AAAA 2404:6800:4007:820::2001"
"28.894806","1328","142.250.193.142","192.168.232.2","TCP","54","443  >  52382 [ACK] Seq=1 Ack=207 Win=8760 Len=0"
"28.895162","1329","192.168.232.2","10.0.2.3","DNS","85","Standard query 0x0b46 A afs.googleusercontent.com"
"28.900353","1330","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=70835 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.900560","1331","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=72141 Win=64800 Len=0"
"28.900874","1332","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=72141 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.901013","1333","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=73447 Win=64800 Len=0"
"28.900899","1334","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=73447 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.901086","1335","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=74753 Win=64800 Len=0"
"28.901347","1336","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=74753 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.901420","1337","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=76059 Win=64800 Len=0"
"28.901481","1338","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=76059 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.901539","1339","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=77365 Win=64800 Len=0"
"28.901767","1340","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=77365 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.901856","1341","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=78671 Win=64800 Len=0"
"28.901920","1342","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=78671 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.901958","1343","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=79977 Win=64800 Len=0"
"28.902027","1344","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=79977 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.902073","1345","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=81283 Win=64800 Len=0"
"28.909682","1346","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=81283 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.910023","1347","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=82589 Win=64800 Len=0"
"28.909748","1348","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=82589 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.910155","1349","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=83895 Win=64800 Len=0"
"28.910685","1350","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=83895 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.910888","1351","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=85201 Win=64800 Len=0"
"28.910721","1352","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=85201 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.910984","1353","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=86507 Win=64800 Len=0"
"28.912303","1354","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=86507 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.912538","1355","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=87813 Win=64800 Len=0"
"28.912597","1356","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=87813 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.912677","1357","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=89119 Win=64800 Len=0"
"28.912715","1358","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=89119 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.912749","1359","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=90425 Win=64800 Len=0"
"28.912967","1360","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=90425 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.913084","1361","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=91731 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.913124","1362","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=93037 Win=64800 Len=0"
"28.931827","1363","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=93037 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.939097","1364","192.168.232.2","10.0.2.3","DNS","82","Standard query 0x7f35 A push.seattleclouds.com"
"28.939515","1365","192.168.232.2","10.0.2.3","DNS","82","Standard query 0x2cae AAAA push.seattleclouds.com"
"28.942978","1366","142.251.10.101","192.168.232.2","TCP","1494","80  >  55681 [ACK] Seq=94343 Ack=879 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"28.943629","1367","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=95783 Win=64800 Len=0"
"28.943109","1368","142.251.10.101","192.168.232.2","TCP","1226","80  >  55681 [PSH, ACK] Seq=95783 Ack=879 Win=8760 Len=1172 [TCP segment of a reassembled PDU]"
"28.944984","1369","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=96955 Win=64800 Len=0"
"28.947308","1370","43.204.87.235","192.168.232.2","TLSv1.2","476","Application Data"
"28.949143","1371","192.168.232.2","43.204.87.235","TCP","54","41737  >  443 [ACK] Seq=2305 Ack=6563 Win=65535 Len=0"
"28.947406","1372","142.251.10.101","192.168.232.2","TCP","1494","80  >  55681 [ACK] Seq=96955 Ack=879 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"28.947449","1373","142.251.10.101","192.168.232.2","TCP","1494","80  >  55681 [ACK] Seq=98395 Ack=879 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"28.949608","1374","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=99835 Win=64800 Len=0"
"28.947488","1375","142.251.10.101","192.168.232.2","TCP","1092","80  >  55681 [PSH, ACK] Seq=99835 Ack=879 Win=8760 Len=1038 [TCP segment of a reassembled PDU]"
"28.950173","1376","142.251.10.101","192.168.232.2","TCP","1494","80  >  55681 [ACK] Seq=100873 Ack=879 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"28.950384","1377","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=102313 Win=64800 Len=0"
"28.950207","1378","142.251.10.101","192.168.232.2","TCP","1494","80  >  55681 [ACK] Seq=102313 Ack=879 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"28.950218","1379","142.251.10.101","192.168.232.2","TCP","1092","80  >  55681 [PSH, ACK] Seq=103753 Ack=879 Win=8760 Len=1038 [TCP segment of a reassembled PDU]"
"28.950624","1380","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=104791 Win=64800 Len=0"
"28.951118","1381","142.251.10.101","192.168.232.2","TCP","1494","80  >  55681 [ACK] Seq=104791 Ack=879 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"28.951144","1382","142.251.10.101","192.168.232.2","TCP","1494","80  >  55681 [ACK] Seq=106231 Ack=879 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"28.951435","1383","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=107671 Win=64800 Len=0"
"28.951155","1384","142.251.10.101","192.168.232.2","TCP","1494","80  >  55681 [ACK] Seq=107671 Ack=879 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"28.951165","1385","142.251.10.101","192.168.232.2","TCP","1494","80  >  55681 [ACK] Seq=109111 Ack=879 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"28.951667","1386","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=110551 Win=64800 Len=0"
"28.951175","1387","142.251.10.101","192.168.232.2","TCP","1494","80  >  55681 [ACK] Seq=110551 Ack=879 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"28.951185","1388","142.251.10.101","192.168.232.2","TCP","690","80  >  55681 [PSH, ACK] Seq=111991 Ack=879 Win=8760 Len=636 [TCP segment of a reassembled PDU]"
"28.951833","1389","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=112627 Win=64800 Len=0"
"28.973189","1390","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=112627 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.973590","1391","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=113933 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.973726","1392","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=115239 Win=64800 Len=0"
"28.973611","1393","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=115239 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.977109","1394","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=116545 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.977404","1395","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=117851 Win=64800 Len=0"
"28.977177","1396","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=117851 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.980570","1397","142.251.10.101","192.168.232.2","TCP","1494","80  >  55681 [ACK] Seq=119157 Ack=879 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"28.980901","1398","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=120597 Win=64800 Len=0"
"28.980633","1399","142.251.10.101","192.168.232.2","TCP","1226","80  >  55681 [PSH, ACK] Seq=120597 Ack=879 Win=8760 Len=1172 [TCP segment of a reassembled PDU]"
"28.981101","1400","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=121769 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.981217","1401","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=123075 Win=64800 Len=0"
"28.981306","1402","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=123075 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.983865","1403","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=124381 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.984043","1404","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=125687 Win=64800 Len=0"
"28.985909","1405","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=125687 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.986196","1406","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=126993 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.986285","1407","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=128299 Win=64800 Len=0"
"28.986208","1408","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=128299 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.986387","1409","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=129605 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.986426","1410","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=130911 Win=64800 Len=0"
"28.989487","1411","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=130911 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.989893","1412","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=132217 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.989984","1413","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=133523 Win=64800 Len=0"
"28.989909","1414","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=133523 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.990859","1415","10.0.2.3","192.168.232.2","DNS","130","Standard query response 0x0b46 A afs.googleusercontent.com CNAME googlehosted.l.googleusercontent.com A 142.250.193.129"
"28.990903","1416","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=134829 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.991275","1417","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=136135 Win=64800 Len=0"
"28.991342","1418","142.251.10.101","192.168.232.2","TCP","1360","80  >  55681 [PSH, ACK] Seq=136135 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"28.991353","1419","142.251.10.101","192.168.232.2","TCP","1494","80  >  55681 [ACK] Seq=137441 Ack=879 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"28.991453","1420","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=138881 Win=64800 Len=0"
"28.991365","1421","142.251.10.101","192.168.232.2","HTTP","230","HTTP/1.1 200 OK  (text/javascript)"
"28.992102","1422","192.168.232.2","142.251.10.101","TCP","54","55681  >  80 [ACK] Seq=879 Ack=139057 Win=64800 Len=0"
"28.993280","1423","192.168.232.2","142.250.193.129","TCP","74","37785  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=712194 TSecr=0 WS=64"
"28.994000","1424","192.168.232.2","142.250.193.129","TCP","74","37786  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=712194 TSecr=0 WS=64"
"29.014057","1425","142.250.193.142","192.168.232.2","TLSv1.2","1360","Server Hello"
"29.014275","1426","192.168.232.2","142.250.193.142","TCP","54","52382  >  443 [ACK] Seq=207 Ack=1307 Win=65535 Len=0"
"29.014109","1427","142.250.193.142","192.168.232.2","TCP","1360","443  >  52382 [PSH, ACK] Seq=1307 Ack=207 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"29.014360","1428","192.168.232.2","142.250.193.142","TCP","54","52382  >  443 [ACK] Seq=207 Ack=2613 Win=65535 Len=0"
"29.016373","1429","142.250.193.142","192.168.232.2","TCP","1360","443  >  52382 [PSH, ACK] Seq=2613 Ack=207 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"29.016517","1430","192.168.232.2","142.250.193.142","TCP","54","52382  >  443 [ACK] Seq=207 Ack=3919 Win=65535 Len=0"
"29.016401","1431","142.250.193.142","192.168.232.2","TCP","1360","443  >  52382 [PSH, ACK] Seq=3919 Ack=207 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"29.016635","1432","192.168.232.2","142.250.193.142","TCP","54","52382  >  443 [ACK] Seq=207 Ack=5225 Win=65535 Len=0"
"29.017115","1433","142.250.193.142","192.168.232.2","TLSv1.2","1494","Certificate [TCP segment of a reassembled PDU]"
"29.017208","1434","192.168.232.2","142.250.193.142","TCP","54","52382  >  443 [ACK] Seq=207 Ack=6665 Win=65535 Len=0"
"29.017126","1435","142.250.193.142","192.168.232.2","TLSv1.2","80","Server Key Exchange, Server Hello Done"
"29.017270","1436","192.168.232.2","142.250.193.142","TCP","54","52382  >  443 [ACK] Seq=207 Ack=6691 Win=65535 Len=0"
"29.018513","1437","192.168.232.2","142.250.193.142","TLSv1.2","139","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"29.018748","1438","142.250.193.142","192.168.232.2","TCP","54","443  >  52382 [ACK] Seq=6691 Ack=292 Win=8760 Len=0"
"29.055642","1439","142.250.193.129","192.168.232.2","TCP","58","443  >  37785 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"29.055873","1440","192.168.232.2","142.250.193.129","TCP","54","37785  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"29.057088","1441","192.168.232.2","142.250.193.129","TLSv1.2","270","Client Hello"
"29.057570","1442","142.250.193.129","192.168.232.2","TCP","54","443  >  37785 [ACK] Seq=1 Ack=217 Win=8760 Len=0"
"29.061300","1443","142.250.193.129","192.168.232.2","TCP","58","443  >  37786 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"29.061465","1444","192.168.232.2","142.250.193.129","TCP","54","37786  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"29.062376","1445","192.168.232.2","142.250.193.129","TLSv1.2","270","Client Hello"
"29.062565","1446","142.250.193.129","192.168.232.2","TCP","54","443  >  37786 [ACK] Seq=1 Ack=217 Win=8760 Len=0"
"29.077779","1447","192.168.232.2","142.250.193.142","TLSv1.2","139","Application Data"
"29.078185","1448","192.168.232.2","142.250.193.142","TLSv1.2","451","Application Data"
"29.078197","1449","142.250.193.142","192.168.232.2","TCP","54","443  >  52382 [ACK] Seq=6691 Ack=377 Win=8760 Len=0"
"29.078421","1450","142.250.193.142","192.168.232.2","TCP","54","443  >  52382 [ACK] Seq=6691 Ack=774 Win=8760 Len=0"
"29.089566","1451","142.250.193.142","192.168.232.2","TLSv1.2","341","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"29.089956","1452","142.250.193.142","192.168.232.2","TLSv1.2","115","Application Data"
"29.090329","1453","192.168.232.2","142.250.193.142","TCP","54","52382  >  443 [ACK] Seq=774 Ack=7039 Win=65535 Len=0"
"29.090958","1454","192.168.232.2","142.250.193.142","TLSv1.2","84","Application Data"
"29.091321","1455","142.250.193.142","192.168.232.2","TCP","54","443  >  52382 [ACK] Seq=7039 Ack=804 Win=8760 Len=0"
"29.142048","1456","142.250.193.142","192.168.232.2","TLSv1.2","84","Application Data"
"29.181546","1457","192.168.232.2","142.250.193.142","TCP","54","52382  >  443 [ACK] Seq=804 Ack=7069 Win=65535 Len=0"
"29.190783","1458","142.250.193.129","192.168.232.2","TLSv1.2","1360","Server Hello"
"29.191015","1459","192.168.232.2","142.250.193.129","TCP","54","37785  >  443 [ACK] Seq=217 Ack=1307 Win=65535 Len=0"
"29.190823","1460","142.250.193.129","192.168.232.2","TCP","1360","443  >  37785 [PSH, ACK] Seq=1307 Ack=217 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
